method,class_id,prompt,seed,ratio,beta,image_path,time_sec,peak_mem_gb
reliability_guided,253,a photo of a basenji,0,0.5,0.005,generated/ours/class_0253_seed0_a_photo_of_a_basenji.png,3.0793,4.8920
reliability_guided,253,a photo of a basenji,1,0.5,0.005,generated/ours/class_0253_seed1_a_photo_of_a_basenji.png,3.0886,4.8920
reliability_guided,254,a photo of a pug,0,0.5,0.005,generated/ours/class_0254_seed0_a_photo_of_a_pug.png,3.0736,4.8920
reliability_guided,254,a photo of a pug,1,0.5,0.005,generated/ours/class_0254_seed1_a_photo_of_a_pug.png,3.1012,4.8920
reliability_guided,255,a photo of a Leonberg,0,0.5,0.005,generated/ours/class_0255_seed0_a_photo_of_a_Leonberg.png,3.0796,4.8920
reliability_guided,255,a photo of a Leonberg,1,0.5,0.005,generated/ours/class_0255_seed1_a_photo_of_a_Leonberg.png,3.0824,4.8920
reliability_guided,256,a photo of a Newfoundland,0,0.5,0.005,generated/ours/class_0256_seed0_a_photo_of_a_Newfoundland.png,3.0787,4.8920
reliability_guided,256,a photo of a Newfoundland,1,0.5,0.005,generated/ours/class_0256_seed1_a_photo_of_a_Newfoundland.png,3.0815,4.8920
reliability_guided,257,a photo of a Great Pyrenees,0,0.5,0.005,generated/ours/class_0257_seed0_a_photo_of_a_Great_Pyrenees.png,3.0854,4.8920
reliability_guided,257,a photo of a Great Pyrenees,1,0.5,0.005,generated/ours/class_0257_seed1_a_photo_of_a_Great_Pyrenees.png,3.0868,4.8920
reliability_guided,258,a photo of a Samoyed,0,0.5,0.005,generated/ours/class_0258_seed0_a_photo_of_a_Samoyed.png,3.0872,4.8920
reliability_guided,258,a photo of a Samoyed,1,0.5,0.005,generated/ours/class_0258_seed1_a_photo_of_a_Samoyed.png,3.0790,4.8920
reliability_guided,259,a photo of a Pomeranian,0,0.5,0.005,generated/ours/class_0259_seed0_a_photo_of_a_Pomeranian.png,3.0842,4.8920
reliability_guided,259,a photo of a Pomeranian,1,0.5,0.005,generated/ours/class_0259_seed1_a_photo_of_a_Pomeranian.png,3.0844,4.8920
reliability_guided,260,a photo of a chow,0,0.5,0.005,generated/ours/class_0260_seed0_a_photo_of_a_chow.png,3.0773,4.8920
reliability_guided,260,a photo of a chow,1,0.5,0.005,generated/ours/class_0260_seed1_a_photo_of_a_chow.png,3.0829,4.8920
reliability_guided,261,a photo of a keeshond,0,0.5,0.005,generated/ours/class_0261_seed0_a_photo_of_a_keeshond.png,3.0844,4.8920
reliability_guided,261,a photo of a keeshond,1,0.5,0.005,generated/ours/class_0261_seed1_a_photo_of_a_keeshond.png,3.0860,4.8920
reliability_guided,262,a photo of a Brabancon griffon,0,0.5,0.005,generated/ours/class_0262_seed0_a_photo_of_a_Brabancon_griffon.png,3.0816,4.8920
reliability_guided,262,a photo of a Brabancon griffon,1,0.5,0.005,generated/ours/class_0262_seed1_a_photo_of_a_Brabancon_griffon.png,3.0876,4.8920
reliability_guided,263,a photo of a Pembroke,0,0.5,0.005,generated/ours/class_0263_seed0_a_photo_of_a_Pembroke.png,3.0835,4.8920
reliability_guided,263,a photo of a Pembroke,1,0.5,0.005,generated/ours/class_0263_seed1_a_photo_of_a_Pembroke.png,3.0811,4.8920
reliability_guided,264,a photo of a Cardigan,0,0.5,0.005,generated/ours/class_0264_seed0_a_photo_of_a_Cardigan.png,3.0826,4.8920
reliability_guided,264,a photo of a Cardigan,1,0.5,0.005,generated/ours/class_0264_seed1_a_photo_of_a_Cardigan.png,3.0789,4.8920
reliability_guided,265,a photo of a toy poodle,0,0.5,0.005,generated/ours/class_0265_seed0_a_photo_of_a_toy_poodle.png,3.0864,4.8920
reliability_guided,265,a photo of a toy poodle,1,0.5,0.005,generated/ours/class_0265_seed1_a_photo_of_a_toy_poodle.png,3.0835,4.8920
reliability_guided,266,a photo of a miniature poodle,0,0.5,0.005,generated/ours/class_0266_seed0_a_photo_of_a_miniature_poodle.png,3.0845,4.8920
reliability_guided,266,a photo of a miniature poodle,1,0.5,0.005,generated/ours/class_0266_seed1_a_photo_of_a_miniature_poodle.png,3.0858,4.8920
reliability_guided,267,a photo of a standard poodle,0,0.5,0.005,generated/ours/class_0267_seed0_a_photo_of_a_standard_poodle.png,3.0806,4.8920
reliability_guided,267,a photo of a standard poodle,1,0.5,0.005,generated/ours/class_0267_seed1_a_photo_of_a_standard_poodle.png,3.0829,4.8920
reliability_guided,268,a photo of a Mexican hairless,0,0.5,0.005,generated/ours/class_0268_seed0_a_photo_of_a_Mexican_hairless.png,3.0821,4.8920
reliability_guided,268,a photo of a Mexican hairless,1,0.5,0.005,generated/ours/class_0268_seed1_a_photo_of_a_Mexican_hairless.png,3.0898,4.8920
reliability_guided,269,a photo of a timber wolf,0,0.5,0.005,generated/ours/class_0269_seed0_a_photo_of_a_timber_wolf.png,3.0811,4.8920
reliability_guided,269,a photo of a timber wolf,1,0.5,0.005,generated/ours/class_0269_seed1_a_photo_of_a_timber_wolf.png,3.0909,4.8920
reliability_guided,270,a photo of a white wolf,0,0.5,0.005,generated/ours/class_0270_seed0_a_photo_of_a_white_wolf.png,3.0881,4.8920
reliability_guided,270,a photo of a white wolf,1,0.5,0.005,generated/ours/class_0270_seed1_a_photo_of_a_white_wolf.png,3.0855,4.8920
reliability_guided,271,a photo of a red wolf,0,0.5,0.005,generated/ours/class_0271_seed0_a_photo_of_a_red_wolf.png,3.0942,4.8920
reliability_guided,271,a photo of a red wolf,1,0.5,0.005,generated/ours/class_0271_seed1_a_photo_of_a_red_wolf.png,3.0808,4.8920
reliability_guided,272,a photo of a coyote,0,0.5,0.005,generated/ours/class_0272_seed0_a_photo_of_a_coyote.png,3.0893,4.8920
reliability_guided,272,a photo of a coyote,1,0.5,0.005,generated/ours/class_0272_seed1_a_photo_of_a_coyote.png,3.0840,4.8920
reliability_guided,273,a photo of a dingo,0,0.5,0.005,generated/ours/class_0273_seed0_a_photo_of_a_dingo.png,3.0810,4.8920
reliability_guided,273,a photo of a dingo,1,0.5,0.005,generated/ours/class_0273_seed1_a_photo_of_a_dingo.png,3.0778,4.8920
reliability_guided,274,a photo of a dhole,0,0.5,0.005,generated/ours/class_0274_seed0_a_photo_of_a_dhole.png,3.0979,4.8920
reliability_guided,274,a photo of a dhole,1,0.5,0.005,generated/ours/class_0274_seed1_a_photo_of_a_dhole.png,3.0739,4.8920
reliability_guided,275,a photo of a African hunting dog,0,0.5,0.005,generated/ours/class_0275_seed0_a_photo_of_a_African_hunting_dog.png,3.0800,4.8920
reliability_guided,275,a photo of a African hunting dog,1,0.5,0.005,generated/ours/class_0275_seed1_a_photo_of_a_African_hunting_dog.png,3.0805,4.8920
reliability_guided,276,a photo of a hyena,0,0.5,0.005,generated/ours/class_0276_seed0_a_photo_of_a_hyena.png,3.0781,4.8920
reliability_guided,276,a photo of a hyena,1,0.5,0.005,generated/ours/class_0276_seed1_a_photo_of_a_hyena.png,3.0811,4.8920
reliability_guided,277,a photo of a red fox,0,0.5,0.005,generated/ours/class_0277_seed0_a_photo_of_a_red_fox.png,3.0757,4.8920
reliability_guided,277,a photo of a red fox,1,0.5,0.005,generated/ours/class_0277_seed1_a_photo_of_a_red_fox.png,3.0814,4.8920
reliability_guided,278,a photo of a kit fox,0,0.5,0.005,generated/ours/class_0278_seed0_a_photo_of_a_kit_fox.png,3.0866,4.8920
reliability_guided,278,a photo of a kit fox,1,0.5,0.005,generated/ours/class_0278_seed1_a_photo_of_a_kit_fox.png,3.1055,4.8920
reliability_guided,279,a photo of a Arctic fox,0,0.5,0.005,generated/ours/class_0279_seed0_a_photo_of_a_Arctic_fox.png,3.0863,4.8920
reliability_guided,279,a photo of a Arctic fox,1,0.5,0.005,generated/ours/class_0279_seed1_a_photo_of_a_Arctic_fox.png,3.0757,4.8920
reliability_guided,280,a photo of a grey fox,0,0.5,0.005,generated/ours/class_0280_seed0_a_photo_of_a_grey_fox.png,3.0865,4.8920
reliability_guided,280,a photo of a grey fox,1,0.5,0.005,generated/ours/class_0280_seed1_a_photo_of_a_grey_fox.png,3.0798,4.8920
reliability_guided,281,a photo of a tabby,0,0.5,0.005,generated/ours/class_0281_seed0_a_photo_of_a_tabby.png,3.0855,4.8920
reliability_guided,281,a photo of a tabby,1,0.5,0.005,generated/ours/class_0281_seed1_a_photo_of_a_tabby.png,3.0761,4.8920
reliability_guided,282,a photo of a tiger cat,0,0.5,0.005,generated/ours/class_0282_seed0_a_photo_of_a_tiger_cat.png,3.0804,4.8920
reliability_guided,282,a photo of a tiger cat,1,0.5,0.005,generated/ours/class_0282_seed1_a_photo_of_a_tiger_cat.png,3.0821,4.8920
reliability_guided,283,a photo of a Persian cat,0,0.5,0.005,generated/ours/class_0283_seed0_a_photo_of_a_Persian_cat.png,3.0798,4.8920
reliability_guided,283,a photo of a Persian cat,1,0.5,0.005,generated/ours/class_0283_seed1_a_photo_of_a_Persian_cat.png,3.0807,4.8920
reliability_guided,284,a photo of a Siamese cat,0,0.5,0.005,generated/ours/class_0284_seed0_a_photo_of_a_Siamese_cat.png,3.0782,4.8920
reliability_guided,284,a photo of a Siamese cat,1,0.5,0.005,generated/ours/class_0284_seed1_a_photo_of_a_Siamese_cat.png,3.0849,4.8920
reliability_guided,285,a photo of a Egyptian cat,0,0.5,0.005,generated/ours/class_0285_seed0_a_photo_of_a_Egyptian_cat.png,3.0841,4.8920
reliability_guided,285,a photo of a Egyptian cat,1,0.5,0.005,generated/ours/class_0285_seed1_a_photo_of_a_Egyptian_cat.png,3.0826,4.8920
reliability_guided,286,a photo of a cougar,0,0.5,0.005,generated/ours/class_0286_seed0_a_photo_of_a_cougar.png,3.0866,4.8920
reliability_guided,286,a photo of a cougar,1,0.5,0.005,generated/ours/class_0286_seed1_a_photo_of_a_cougar.png,3.0858,4.8920
reliability_guided,287,a photo of a lynx,0,0.5,0.005,generated/ours/class_0287_seed0_a_photo_of_a_lynx.png,3.0906,4.8920
reliability_guided,287,a photo of a lynx,1,0.5,0.005,generated/ours/class_0287_seed1_a_photo_of_a_lynx.png,3.0758,4.8920
reliability_guided,288,a photo of a leopard,0,0.5,0.005,generated/ours/class_0288_seed0_a_photo_of_a_leopard.png,3.0814,4.8920
reliability_guided,288,a photo of a leopard,1,0.5,0.005,generated/ours/class_0288_seed1_a_photo_of_a_leopard.png,3.0792,4.8920
reliability_guided,289,a photo of a snow leopard,0,0.5,0.005,generated/ours/class_0289_seed0_a_photo_of_a_snow_leopard.png,3.0853,4.8920
reliability_guided,289,a photo of a snow leopard,1,0.5,0.005,generated/ours/class_0289_seed1_a_photo_of_a_snow_leopard.png,3.0831,4.8920
reliability_guided,290,a photo of a jaguar,0,0.5,0.005,generated/ours/class_0290_seed0_a_photo_of_a_jaguar.png,3.0855,4.8920
reliability_guided,290,a photo of a jaguar,1,0.5,0.005,generated/ours/class_0290_seed1_a_photo_of_a_jaguar.png,3.0884,4.8920
reliability_guided,291,a photo of a lion,0,0.5,0.005,generated/ours/class_0291_seed0_a_photo_of_a_lion.png,3.0834,4.8920
reliability_guided,291,a photo of a lion,1,0.5,0.005,generated/ours/class_0291_seed1_a_photo_of_a_lion.png,3.0905,4.8920
reliability_guided,292,a photo of a tiger,0,0.5,0.005,generated/ours/class_0292_seed0_a_photo_of_a_tiger.png,3.0810,4.8920
reliability_guided,292,a photo of a tiger,1,0.5,0.005,generated/ours/class_0292_seed1_a_photo_of_a_tiger.png,3.0869,4.8920
reliability_guided,293,a photo of a cheetah,0,0.5,0.005,generated/ours/class_0293_seed0_a_photo_of_a_cheetah.png,3.0810,4.8920
reliability_guided,293,a photo of a cheetah,1,0.5,0.005,generated/ours/class_0293_seed1_a_photo_of_a_cheetah.png,3.0870,4.8920
reliability_guided,294,a photo of a brown bear,0,0.5,0.005,generated/ours/class_0294_seed0_a_photo_of_a_brown_bear.png,3.0817,4.8920
reliability_guided,294,a photo of a brown bear,1,0.5,0.005,generated/ours/class_0294_seed1_a_photo_of_a_brown_bear.png,3.0972,4.8920
reliability_guided,295,a photo of a American black bear,0,0.5,0.005,generated/ours/class_0295_seed0_a_photo_of_a_American_black_bear.png,3.0845,4.8920
reliability_guided,295,a photo of a American black bear,1,0.5,0.005,generated/ours/class_0295_seed1_a_photo_of_a_American_black_bear.png,3.0786,4.8920
reliability_guided,296,a photo of a ice bear,0,0.5,0.005,generated/ours/class_0296_seed0_a_photo_of_a_ice_bear.png,3.0898,4.8920
reliability_guided,296,a photo of a ice bear,1,0.5,0.005,generated/ours/class_0296_seed1_a_photo_of_a_ice_bear.png,3.0771,4.8920
reliability_guided,297,a photo of a sloth bear,0,0.5,0.005,generated/ours/class_0297_seed0_a_photo_of_a_sloth_bear.png,3.0852,4.8920
reliability_guided,297,a photo of a sloth bear,1,0.5,0.005,generated/ours/class_0297_seed1_a_photo_of_a_sloth_bear.png,3.0837,4.8920
reliability_guided,298,a photo of a mongoose,0,0.5,0.005,generated/ours/class_0298_seed0_a_photo_of_a_mongoose.png,3.0798,4.8920
reliability_guided,298,a photo of a mongoose,1,0.5,0.005,generated/ours/class_0298_seed1_a_photo_of_a_mongoose.png,3.0736,4.8920
reliability_guided,299,a photo of a meerkat,0,0.5,0.005,generated/ours/class_0299_seed0_a_photo_of_a_meerkat.png,3.0755,4.8920
reliability_guided,299,a photo of a meerkat,1,0.5,0.005,generated/ours/class_0299_seed1_a_photo_of_a_meerkat.png,3.0821,4.8920
reliability_guided,300,a photo of a tiger beetle,0,0.5,0.005,generated/ours/class_0300_seed0_a_photo_of_a_tiger_beetle.png,3.0838,4.8920
reliability_guided,300,a photo of a tiger beetle,1,0.5,0.005,generated/ours/class_0300_seed1_a_photo_of_a_tiger_beetle.png,3.0818,4.8920
reliability_guided,301,a photo of a ladybug,0,0.5,0.005,generated/ours/class_0301_seed0_a_photo_of_a_ladybug.png,3.0790,4.8920
reliability_guided,301,a photo of a ladybug,1,0.5,0.005,generated/ours/class_0301_seed1_a_photo_of_a_ladybug.png,3.0884,4.8920
reliability_guided,302,a photo of a ground beetle,0,0.5,0.005,generated/ours/class_0302_seed0_a_photo_of_a_ground_beetle.png,3.0816,4.8920
reliability_guided,302,a photo of a ground beetle,1,0.5,0.005,generated/ours/class_0302_seed1_a_photo_of_a_ground_beetle.png,3.1078,4.8920
reliability_guided,303,a photo of a long-horned beetle,0,0.5,0.005,generated/ours/class_0303_seed0_a_photo_of_a_long-horned_beetle.png,3.0873,4.8920
reliability_guided,303,a photo of a long-horned beetle,1,0.5,0.005,generated/ours/class_0303_seed1_a_photo_of_a_long-horned_beetle.png,3.0828,4.8920
reliability_guided,304,a photo of a leaf beetle,0,0.5,0.005,generated/ours/class_0304_seed0_a_photo_of_a_leaf_beetle.png,3.0882,4.8920
reliability_guided,304,a photo of a leaf beetle,1,0.5,0.005,generated/ours/class_0304_seed1_a_photo_of_a_leaf_beetle.png,3.0746,4.8920
reliability_guided,305,a photo of a dung beetle,0,0.5,0.005,generated/ours/class_0305_seed0_a_photo_of_a_dung_beetle.png,3.0880,4.8920
reliability_guided,305,a photo of a dung beetle,1,0.5,0.005,generated/ours/class_0305_seed1_a_photo_of_a_dung_beetle.png,3.0801,4.8920
reliability_guided,306,a photo of a rhinoceros beetle,0,0.5,0.005,generated/ours/class_0306_seed0_a_photo_of_a_rhinoceros_beetle.png,3.0852,4.8920
reliability_guided,306,a photo of a rhinoceros beetle,1,0.5,0.005,generated/ours/class_0306_seed1_a_photo_of_a_rhinoceros_beetle.png,3.1059,4.8920
reliability_guided,307,a photo of a weevil,0,0.5,0.005,generated/ours/class_0307_seed0_a_photo_of_a_weevil.png,3.1174,4.8920
reliability_guided,307,a photo of a weevil,1,0.5,0.005,generated/ours/class_0307_seed1_a_photo_of_a_weevil.png,3.0990,4.8920
reliability_guided,308,a photo of a fly,0,0.5,0.005,generated/ours/class_0308_seed0_a_photo_of_a_fly.png,3.0848,4.8920
reliability_guided,308,a photo of a fly,1,0.5,0.005,generated/ours/class_0308_seed1_a_photo_of_a_fly.png,3.1537,4.8920
reliability_guided,309,a photo of a bee,0,0.5,0.005,generated/ours/class_0309_seed0_a_photo_of_a_bee.png,3.1021,4.8920
reliability_guided,309,a photo of a bee,1,0.5,0.005,generated/ours/class_0309_seed1_a_photo_of_a_bee.png,3.0743,4.8920
reliability_guided,310,a photo of a ant,0,0.5,0.005,generated/ours/class_0310_seed0_a_photo_of_a_ant.png,3.0929,4.8920
reliability_guided,310,a photo of a ant,1,0.5,0.005,generated/ours/class_0310_seed1_a_photo_of_a_ant.png,3.0863,4.8920
reliability_guided,311,a photo of a grasshopper,0,0.5,0.005,generated/ours/class_0311_seed0_a_photo_of_a_grasshopper.png,3.0876,4.8920
reliability_guided,311,a photo of a grasshopper,1,0.5,0.005,generated/ours/class_0311_seed1_a_photo_of_a_grasshopper.png,3.0804,4.8920
reliability_guided,312,a photo of a cricket,0,0.5,0.005,generated/ours/class_0312_seed0_a_photo_of_a_cricket.png,3.0808,4.8920
reliability_guided,312,a photo of a cricket,1,0.5,0.005,generated/ours/class_0312_seed1_a_photo_of_a_cricket.png,3.0899,4.8920
reliability_guided,313,a photo of a walking stick,0,0.5,0.005,generated/ours/class_0313_seed0_a_photo_of_a_walking_stick.png,3.0806,4.8920
reliability_guided,313,a photo of a walking stick,1,0.5,0.005,generated/ours/class_0313_seed1_a_photo_of_a_walking_stick.png,3.0848,4.8920
reliability_guided,314,a photo of a cockroach,0,0.5,0.005,generated/ours/class_0314_seed0_a_photo_of_a_cockroach.png,3.0783,4.8920
reliability_guided,314,a photo of a cockroach,1,0.5,0.005,generated/ours/class_0314_seed1_a_photo_of_a_cockroach.png,3.0810,4.8920
reliability_guided,315,a photo of a mantis,0,0.5,0.005,generated/ours/class_0315_seed0_a_photo_of_a_mantis.png,3.0823,4.8920
reliability_guided,315,a photo of a mantis,1,0.5,0.005,generated/ours/class_0315_seed1_a_photo_of_a_mantis.png,3.0849,4.8920
reliability_guided,316,a photo of a cicada,0,0.5,0.005,generated/ours/class_0316_seed0_a_photo_of_a_cicada.png,3.0831,4.8920
reliability_guided,316,a photo of a cicada,1,0.5,0.005,generated/ours/class_0316_seed1_a_photo_of_a_cicada.png,3.0849,4.8920
reliability_guided,317,a photo of a leafhopper,0,0.5,0.005,generated/ours/class_0317_seed0_a_photo_of_a_leafhopper.png,3.0798,4.8920
reliability_guided,317,a photo of a leafhopper,1,0.5,0.005,generated/ours/class_0317_seed1_a_photo_of_a_leafhopper.png,3.0955,4.8920
reliability_guided,318,a photo of a lacewing,0,0.5,0.005,generated/ours/class_0318_seed0_a_photo_of_a_lacewing.png,3.0859,4.8920
reliability_guided,318,a photo of a lacewing,1,0.5,0.005,generated/ours/class_0318_seed1_a_photo_of_a_lacewing.png,3.0811,4.8920
reliability_guided,319,a photo of a dragonfly,0,0.5,0.005,generated/ours/class_0319_seed0_a_photo_of_a_dragonfly.png,3.0902,4.8920
reliability_guided,319,a photo of a dragonfly,1,0.5,0.005,generated/ours/class_0319_seed1_a_photo_of_a_dragonfly.png,3.0815,4.8920
reliability_guided,320,a photo of a damselfly,0,0.5,0.005,generated/ours/class_0320_seed0_a_photo_of_a_damselfly.png,3.0803,4.8920
reliability_guided,320,a photo of a damselfly,1,0.5,0.005,generated/ours/class_0320_seed1_a_photo_of_a_damselfly.png,3.0895,4.8920
reliability_guided,321,a photo of a admiral,0,0.5,0.005,generated/ours/class_0321_seed0_a_photo_of_a_admiral.png,3.0796,4.8920
reliability_guided,321,a photo of a admiral,1,0.5,0.005,generated/ours/class_0321_seed1_a_photo_of_a_admiral.png,3.0858,4.8920
reliability_guided,322,a photo of a ringlet,0,0.5,0.005,generated/ours/class_0322_seed0_a_photo_of_a_ringlet.png,3.0820,4.8920
reliability_guided,322,a photo of a ringlet,1,0.5,0.005,generated/ours/class_0322_seed1_a_photo_of_a_ringlet.png,3.0846,4.8920
reliability_guided,323,a photo of a monarch,0,0.5,0.005,generated/ours/class_0323_seed0_a_photo_of_a_monarch.png,3.0795,4.8920
reliability_guided,323,a photo of a monarch,1,0.5,0.005,generated/ours/class_0323_seed1_a_photo_of_a_monarch.png,3.0857,4.8920
reliability_guided,324,a photo of a cabbage butterfly,0,0.5,0.005,generated/ours/class_0324_seed0_a_photo_of_a_cabbage_butterfly.png,3.0859,4.8920
reliability_guided,324,a photo of a cabbage butterfly,1,0.5,0.005,generated/ours/class_0324_seed1_a_photo_of_a_cabbage_butterfly.png,3.0842,4.8920
reliability_guided,325,a photo of a sulphur butterfly,0,0.5,0.005,generated/ours/class_0325_seed0_a_photo_of_a_sulphur_butterfly.png,3.0900,4.8920
